condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage),LOG_RT
7-Control- FF,SP,0.65,650 MS.,,0.66,1.72,0.01,1.01,0.01,-0.01,0.54
7-Control- FF,SP,0.65,650 MS.,,0.90,0.59,0.25,1.38,0.38,-0.38,-0.53
7-Control- FF,SP,0.65,650 MS.,,0.89,0.59,0.24,1.37,0.37,-0.37,-0.53
7-Control- FF,SP,0.65,650 MS.,,0.58,0.49,-0.07,0.9,-0.1,0.1,-0.72
7-Control- FF,SP,0.65,650 MS.,,0.61,0.45,-0.04,0.94,-0.06,0.06,-0.79
7-Control- FF,SP,0.65,650 MS.,,0.74,0.43,0.09,1.14,0.14,-0.14,-0.84
7-Control- FF,SP,0.65,650 MS.,,0.69,0.44,0.04,1.06,0.06,-0.06,-0.83
7-Control- FF,SP,0.65,650 MS.,,0.81,0.41,0.16,1.24,0.24,-0.24,-0.89
7-Control- FF,SP,0.65,650 MS.,,0.73,0.33,0.08,1.12,0.12,-0.12,-1.1
7-Control- FF,SP,0.65,650 MS.,,0.78,0.46,0.13,1.21,0.21,-0.21,-0.78
7-Control- FF,SP,0.65,650 MS.,,0.70,0.46,0.05,1.08,0.08,-0.08,-0.78
7-Control- FF,SP,0.65,650 MS.,,0.72,0.43,0.07,1.11,0.11,-0.11,-0.85
7-Control- FF,SP,0.65,650 MS.,,0.57,0.39,-0.08,0.87,-0.13,0.13,-0.94
7-Control- FF,SP,0.65,650 MS.,,0.60,0.67,-0.05,0.92,-0.08,0.08,-0.4
7-Control- FF,SP,0.65,650 MS.,,0.67,0.40,0.02,1.03,0.03,-0.03,-0.92
7-Control- FF,SP,0.65,650 MS.,,0.69,0.47,0.04,1.06,0.06,-0.06,-0.75
7-Control- FF,SP,0.65,650 MS.,,0.91,0.41,0.26,1.4,0.4,-0.4,-0.9
7-Control- FF,SP,0.65,650 MS.,,0.68,0.39,0.03,1.05,0.05,-0.05,-0.95
7-Control- FF,SP,0.65,650 MS.,,0.74,0.45,0.09,1.14,0.14,-0.14,-0.81
7-Control- FF,SP,0.65,650 MS.,,0.61,0.44,-0.04,0.94,-0.06,0.06,-0.81
7-Control- FF,SP,0.65,650 MS.,,0.70,0.66,0.05,1.08,0.08,-0.08,-0.42
7-Control- FF,SP,0.65,650 MS.,,0.82,0.40,0.17,1.26,0.26,-0.26,-0.93
7-Control- FF,SP,0.65,650 MS.,,0.70,0.36,0.05,1.08,0.08,-0.08,-1.01
7-Control- FF,SP,0.65,650 MS.,,0.73,0.42,0.08,1.12,0.12,-0.12,-0.87
7-Control- FF,SP,0.65,650 MS.,,0.80,0.45,0.15,1.23,0.23,-0.23,-0.81
7-Control- FF,SP,0.65,650 MS.,,0.82,0.35,0.17,1.27,0.27,-0.27,-1.04
7-Control- FF,SP,0.65,650 MS.,,0.84,0.33,0.19,1.29,0.29,-0.29,-1.1
7-Control- FF,SP,0.65,650 MS.,,0.82,0.44,0.17,1.26,0.26,-0.26,-0.83
7-Control- FF,SP,0.65,650 MS.,,0.90,0.40,0.25,1.39,0.39,-0.39,-0.91
7-Control- FF,SP,0.65,650 MS.,,0.78,0.38,0.13,1.21,0.21,-0.21,-0.97
7-Control- FF,SP,0.65,650 MS.,,0.75,0.46,0.1,1.16,0.16,-0.16,-0.77
7-Control- FF,SP,0.65,650 MS.,,0.86,0.37,0.21,1.32,0.32,-0.32,-0.98
7-Control- FF,SP,0.65,650 MS.,,0.67,0.55,0.02,1.03,0.03,-0.03,-0.6
7-Control- FF,SP,0.65,650 MS.,,0.48,0.50,-0.17,0.74,-0.26,0.26,-0.7
7-Control- FF,SP,0.65,650 MS.,,0.59,0.39,-0.06,0.91,-0.09,0.09,-0.94
7-Control- FF,SP,0.65,650 MS.,,0.69,0.38,0.04,1.06,0.06,-0.06,-0.97
7-Control- FF,SP,0.65,650 MS.,,0.58,0.41,-0.07,0.9,-0.1,0.1,-0.89
7-Control- FF,SP,0.65,650 MS.,,0.42,0.45,-0.23,0.65,-0.35,0.35,-0.79
7-Control- FF,SP,0.65,650 MS.,,0.53,0.42,-0.12,0.81,-0.19,0.19,-0.86
7-Control- FF,SP,0.65,650 MS.,,0.82,0.38,0.17,1.27,0.27,-0.27,-0.98
7-Control- FF,SP,0.65,650 MS.,,0.27,0.66,-0.38,0.42,-0.58,0.58,-0.42
0-Control-RR,SS,1.05,750-1150 MS.,,0.37,0.64,-0.68,0.35,-0.65,0.65,-0.44
0-Control-RR,SS,0.18,150-450 MS.,,0.17,0.23,-0.01,0.93,-0.07,0.07,-1.47
0-Control-RR,SS,0.35,150-450 MS.,,0.11,0.21,-0.24,0.32,-0.68,0.68,-1.56
0-Control-RR,SS,0.86,750-1150 MS.,,0.86,0.59,0,1,0,0,-0.53
0-Control-RR,SS,0.66,450-750 MS.,,0.85,0.52,0.19,1.29,0.29,-0.29,-0.66
0-Control-RR,SS,0.86,750-1150 MS.,,0.88,0.57,0.02,1.03,0.03,-0.03,-0.57
0-Control-RR,SS,0.18,150-450 MS.,,0.18,0.53,0,1,0,0,-0.64
0-Control-RR,SS,0.52,450-750 MS.,,0.17,0.18,-0.36,0.32,-0.68,0.68,-1.73
0-Control-RR,SS,1.08,750-1150 MS.,,0.14,0.31,-0.95,0.13,-0.87,0.87,-1.17
0-Control-RR,SS,0.98,750-1150 MS.,,0.68,0.41,-0.3,0.7,-0.3,0.3,-0.9
0-Control-RR,SS,1.06,750-1150 MS.,,0.80,0.38,-0.26,0.75,-0.25,0.25,-0.97
0-Control-RR,SS,0.73,450-750 MS.,,0.50,0.76,-0.23,0.69,-0.31,0.31,-0.27
0-Control-RR,SS,0.46,450-750 MS.,,0.37,0.26,-0.09,0.8,-0.2,0.2,-1.35
0-Control-RR,SS,0.41,150-450 MS.,,0.10,0.72,-0.31,0.25,-0.75,0.75,-0.33
0-Control-RR,SS,0.51,450-750 MS.,,0.49,0.85,-0.02,0.96,-0.04,0.04,-0.16
0-Control-RR,SS,0.98,750-1150 MS.,,0.86,0.76,-0.12,0.88,-0.12,0.12,-0.28
0-Control-RR,SS,0.33,150-450 MS.,,0.35,0.54,0.02,1.07,0.07,-0.07,-0.62
0-Control-RR,SS,0.32,150-450 MS.,,,,,,,,
0-Control-RR,SS,0.22,150-450 MS.,,0.29,0.32,0.07,1.31,0.31,-0.31,-1.15
0-Control-RR,SS,1,750-1150 MS.,,0.86,0.57,-0.13,0.87,-0.13,0.13,-0.55
0-Control-RR,SS,0.42,150-450 MS.,,0.23,1.11,-0.18,0.56,-0.44,0.44,0.1
0-Control-RR,SS,0.35,150-450 MS.,,0.18,1.33,-0.17,0.52,-0.48,0.48,0.28
0-Control-RR,SS,0.75,750-1150 MS.,,0.49,0.85,-0.26,0.65,-0.35,0.35,-0.16
0-Control-RR,SS,0.59,450-750 MS.,,0.28,1.44,-0.31,0.48,-0.52,0.52,0.37
0-Control-RR,SS,0.2,150-450 MS.,,,,,,,,
0-Control-RR,SS,0.73,450-750 MS.,,0.71,0.67,-0.02,0.98,-0.02,0.02,-0.41
0-Control-RR,SS,0.89,750-1150 MS.,,0.50,1.01,-0.4,0.56,-0.44,0.44,0.01
0-Control-RR,SS,0.96,750-1150 MS.,,0.73,0.88,-0.23,0.76,-0.24,0.24,-0.13
0-Control-RR,SS,1.11,750-1150 MS.,,0.92,0.86,-0.19,0.83,-0.17,0.17,-0.16
0-Control-RR,SS,0.62,450-750 MS.,,0.54,0.81,-0.07,0.88,-0.12,0.12,-0.21
0-Control-RR,SS,0.8,750-1150 MS.,,0.58,0.79,-0.23,0.72,-0.28,0.28,-0.24
0-Control-RR,SS,0.46,450-750 MS.,,0.67,0.83,0.22,1.48,0.48,-0.48,-0.18
0-Control-RR,SS,1.11,750-1150 MS.,,0.50,0.79,-0.6,0.46,-0.54,0.54,-0.24
0-Control-RR,SS,1.11,750-1150 MS.,,0.74,1.22,-0.38,0.66,-0.34,0.34,0.2
0-Control-RR,SS,0.71,450-750 MS.,,0.53,0.73,-0.18,0.74,-0.26,0.26,-0.31
0-Control-RR,SS,0.71,450-750 MS.,,,,,,,,
0-Control-RR,SS,0.33,150-450 MS.,,0.38,0.54,0.05,1.16,0.16,-0.16,-0.61
0-Control-RR,SS,1.04,750-1150 MS.,,0.83,0.80,-0.2,0.8,-0.2,0.2,-0.22
0-Control-RR,SS,0.21,150-450 MS.,,0.14,0.48,-0.07,0.68,-0.32,0.32,-0.73
0-Control-RR,SS,0.48,450-750 MS.,,,,,,,,
0-Control-RR,SS,0.28,150-450 MS.,,0.13,0.69,-0.15,0.46,-0.54,0.54,-0.37
0-Control-RR,SS,1.06,750-1150 MS.,,0.77,0.55,-0.29,0.73,-0.27,0.27,-0.6
0-Control-RR,SS,0.87,750-1150 MS.,,0.66,0.51,-0.2,0.77,-0.23,0.23,-0.68
0-Control-RR,SS,0.53,450-750 MS.,,0.42,1.58,-0.1,0.8,-0.2,0.2,0.46
0-Control-RR,SS,0.8,750-1150 MS.,,1.01,1.35,0.2,1.25,0.25,-0.25,0.3
0-Control-RR,SS,0.82,750-1150 MS.,,0.75,1.03,-0.07,0.92,-0.08,0.08,0.03
0-Control-RR,SS,0.42,150-450 MS.,,0.20,0.84,-0.22,0.48,-0.52,0.52,-0.17
0-Control-RR,SS,0.37,150-450 MS.,,0.12,1.12,-0.25,0.32,-0.68,0.68,0.11
0-Control-RR,SS,0.92,750-1150 MS.,,0.57,0.66,-0.35,0.62,-0.38,0.38,-0.42
0-Control-RR,SS,0.18,150-450 MS.,,0.14,0.58,-0.03,0.82,-0.18,0.18,-0.54
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.58,0.39,-0.07,0.9,-0.1,0.1,-0.94
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.62,0.35,-0.03,0.95,-0.05,0.05,-1.06
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.81,0.40,0.16,1.24,0.24,-0.24,-0.93
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.68,0.35,0.03,1.05,0.05,-0.05,-1.06
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.86,0.43,0.21,1.32,0.32,-0.32,-0.84
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.76,0.58,0.11,1.17,0.17,-0.17,-0.55
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.30,0.57,-0.35,0.46,-0.54,0.54,-0.56
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.41,1.19,-0.24,0.63,-0.37,0.37,0.18
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.26,1.58,-0.39,0.39,-0.61,0.61,0.46
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.38,0.80,-0.27,0.59,-0.41,0.41,-0.23
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.48,0.64,-0.17,0.74,-0.26,0.26,-0.45
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.58,0.64,-0.07,0.9,-0.1,0.1,-0.44
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.21,1.16,-0.44,0.32,-0.68,0.68,0.15
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.47,0.64,-0.18,0.73,-0.27,0.27,-0.45
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.67,0.40,0.02,1.03,0.03,-0.03,-0.92
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.60,0.35,-0.05,0.92,-0.08,0.08,-1.04
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.63,0.36,-0.02,0.97,-0.03,0.03,-1.04
1-Motor-FF,SS,0.65,650 MS.,TRUE,,,,,,,
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.32,1.16,-0.33,0.49,-0.51,0.51,0.15
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.21,0.74,-0.44,0.32,-0.68,0.68,-0.3
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.14,1.65,-0.51,0.22,-0.78,0.78,0.5
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.47,0.46,-0.18,0.73,-0.27,0.27,-0.77
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.35,0.38,-0.3,0.54,-0.46,0.46,-0.96
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.18,0.28,-0.47,0.28,-0.72,0.72,-1.26
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.57,0.36,-0.08,0.87,-0.13,0.13,-1.01
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.45,1.22,-0.2,0.69,-0.31,0.31,0.2
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.61,0.36,-0.04,0.94,-0.06,0.06,-1.01
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.65,0.42,0,1,0,0,-0.88
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.16,0.29,-0.49,0.25,-0.75,0.75,-1.23
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.25,0.58,-0.4,0.38,-0.62,0.62,-0.54
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.18,0.89,-0.47,0.28,-0.72,0.72,-0.11
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.70,0.39,0.05,1.08,0.08,-0.08,-0.94
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.38,0.62,-0.27,0.58,-0.42,0.42,-0.47
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.28,1.18,-0.37,0.43,-0.57,0.57,0.16
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.47,0.52,-0.18,0.73,-0.27,0.27,-0.65
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.62,0.73,-0.03,0.96,-0.04,0.04,-0.32
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.47,0.66,-0.18,0.73,-0.27,0.27,-0.42
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.39,0.76,-0.26,0.6,-0.4,0.4,-0.27
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.34,0.80,-0.31,0.52,-0.48,0.48,-0.23
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.50,0.57,-0.15,0.76,-0.24,0.24,-0.56
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.74,0.46,0.09,1.14,0.14,-0.14,-0.78
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.35,1.13,-0.3,0.54,-0.46,0.46,0.12
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.53,0.26,-0.12,0.81,-0.19,0.19,-1.33
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.19,0.76,-0.46,0.3,-0.7,0.7,-0.28
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.44,0.67,-0.21,0.68,-0.32,0.32,-0.4
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.36,1.23,-0.29,0.55,-0.45,0.45,0.21
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.66,0.39,0.01,1.02,0.02,-0.02,-0.95
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.45,0.55,-0.2,0.69,-0.31,0.31,-0.59
1-Motor-FF,SS,0.65,650 MS.,TRUE,0.24,0.48,-0.41,0.37,-0.63,0.63,-0.74
1-Motor-FF,SS,0.65,650 MS.,FALSE,0.57,0.56,-0.08,0.87,-0.13,0.13,-0.59
2-Control-FR,SS,1.06,750-1150 MS.,,1.04,0.85,-0.02,0.98,-0.02,0.02,-0.16
2-Control-FR,SS,0.18,150-450 MS.,,0.45,1.04,0.27,2.54,1.54,-1.54,0.04
2-Control-FR,SS,1.11,750-1150 MS.,,1.11,0.56,0.01,1,0,0,-0.59
2-Control-FR,SS,0.18,150-450 MS.,,0.40,0.70,0.22,2.17,1.17,-1.17,-0.35
2-Control-FR,SS,1.08,750-1150 MS.,,0.89,0.62,-0.2,0.82,-0.18,0.18,-0.48
2-Control-FR,SS,0.28,150-450 MS.,,0.50,0.44,0.22,1.77,0.77,-0.77,-0.82
2-Control-FR,SS,0.41,150-450 MS.,,0.46,0.40,0.05,1.12,0.12,-0.12,-0.92
2-Control-FR,SS,1.11,750-1150 MS.,,1.08,0.78,-0.03,0.97,-0.03,0.03,-0.25
2-Control-FR,SS,0.52,450-750 MS.,,0.61,0.50,0.08,1.16,0.16,-0.16,-0.69
2-Control-FR,SS,0.42,150-450 MS.,,0.59,0.46,0.17,1.41,0.41,-0.41,-0.78
2-Control-FR,SS,0.37,150-450 MS.,,0.44,1.55,0.07,1.17,0.17,-0.17,0.44
2-Control-FR,SS,0.86,750-1150 MS.,,0.57,0.57,-0.29,0.66,-0.34,0.34,-0.56
2-Control-FR,SS,0.2,150-450 MS.,,0.43,0.69,0.23,2.11,1.11,-1.11,-0.37
2-Control-FR,SS,1.04,750-1150 MS.,,0.94,0.86,-0.1,0.9,-0.1,0.1,-0.15
2-Control-FR,SS,0.48,450-750 MS.,,0.48,0.56,0,1.01,0.01,-0.01,-0.57
2-Control-FR,SS,0.62,450-750 MS.,,0.60,0.91,-0.02,0.97,-0.03,0.03,-0.09
2-Control-FR,SS,0.96,750-1150 MS.,,0.73,0.42,-0.23,0.76,-0.24,0.24,-0.87
2-Control-FR,SS,0.71,450-750 MS.,,0.70,0.51,0,1,0,0,-0.68
2-Control-FR,SS,0.21,150-450 MS.,,0.20,0.57,-0.01,0.95,-0.05,0.05,-0.56
2-Control-FR,SS,0.98,750-1150 MS.,,0.70,0.36,-0.28,0.71,-0.29,0.29,-1.03
2-Control-FR,SS,0.18,150-450 MS.,,0.12,0.75,-0.06,0.67,-0.33,0.33,-0.28
2-Control-FR,SS,0.22,150-450 MS.,,0.18,0.86,-0.04,0.84,-0.16,0.16,-0.15
2-Control-FR,SS,0.86,750-1150 MS.,,0.69,0.33,-0.17,0.8,-0.2,0.2,-1.1
2-Control-FR,SS,1.05,750-1150 MS.,,0.84,0.46,-0.21,0.8,-0.2,0.2,-0.77
2-Control-FR,SS,0.35,150-450 MS.,,0.56,0.67,0.21,1.61,0.61,-0.61,-0.41
2-Control-FR,SS,0.98,750-1150 MS.,,1.08,0.53,0.1,1.11,0.11,-0.11,-0.63
2-Control-FR,SS,0.33,150-450 MS.,,0.54,0.60,0.21,1.63,0.63,-0.63,-0.51
2-Control-FR,SS,0.75,750-1150 MS.,,0.65,0.41,-0.1,0.86,-0.14,0.14,-0.88
2-Control-FR,SS,0.33,150-450 MS.,,0.42,0.47,0.09,1.29,0.29,-0.29,-0.75
2-Control-FR,SS,0.66,450-750 MS.,,0.78,0.45,0.13,1.2,0.2,-0.2,-0.79
2-Control-FR,SS,0.35,150-450 MS.,,0.30,0.74,-0.06,0.83,-0.17,0.17,-0.31
2-Control-FR,SS,0.8,750-1150 MS.,,0.65,0.44,-0.16,0.81,-0.19,0.19,-0.83
2-Control-FR,SS,0.89,750-1150 MS.,,0.77,0.50,-0.13,0.86,-0.14,0.14,-0.69
2-Control-FR,SS,0.8,750-1150 MS.,,0.81,0.50,0,1,0,0,-0.68
2-Control-FR,SS,0.87,750-1150 MS.,,0.77,0.52,-0.1,0.89,-0.11,0.11,-0.66
2-Control-FR,SS,1,750-1150 MS.,,0.80,0.42,-0.2,0.8,-0.2,0.2,-0.87
2-Control-FR,SS,0.59,450-750 MS.,,0.62,0.48,0.03,1.05,0.05,-0.05,-0.74
2-Control-FR,SS,0.46,450-750 MS.,,0.30,0.63,-0.15,0.67,-0.33,0.33,-0.47
2-Control-FR,SS,0.82,750-1150 MS.,,0.58,0.51,-0.24,0.7,-0.3,0.3,-0.68
2-Control-FR,SS,0.92,750-1150 MS.,,0.83,0.51,-0.08,0.91,-0.09,0.09,-0.68
2-Control-FR,SS,0.73,450-750 MS.,,0.53,0.83,-0.2,0.73,-0.27,0.27,-0.19
2-Control-FR,SS,0.42,150-450 MS.,,0.42,0.61,0,1,0,0,-0.5
2-Control-FR,SS,0.51,450-750 MS.,,0.47,0.51,-0.04,0.93,-0.07,0.07,-0.68
2-Control-FR,SS,0.73,450-750 MS.,,0.58,0.44,-0.16,0.79,-0.21,0.21,-0.83
2-Control-FR,SS,0.53,450-750 MS.,,0.27,0.76,-0.26,0.51,-0.49,0.49,-0.28
2-Control-FR,SS,0.32,150-450 MS.,,0.10,0.64,-0.22,0.33,-0.67,0.67,-0.45
2-Control-FR,SS,0.71,450-750 MS.,,0.42,0.52,-0.29,0.59,-0.41,0.41,-0.65
2-Control-FR,SS,0.46,450-750 MS.,,0.28,1.24,-0.18,0.61,-0.39,0.39,0.21
2-Control-FR,SS,1.06,750-1150 MS.,,0.66,0.46,-0.4,0.63,-0.37,0.37,-0.78
2-Control-FR,SS,1.11,750-1150 MS.,,0.73,0.52,-0.38,0.65,-0.35,0.35,-0.65
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.60,1.43,-0.05,0.92,-0.08,0.08,0.36
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.75,0.49,0.1,1.16,0.16,-0.16,-0.7
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.84,1.07,0.19,1.29,0.29,-0.29,0.06
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.83,0.35,0.18,1.28,0.28,-0.28,-1.04
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.49,0.42,-0.16,0.75,-0.25,0.25,-0.86
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.87,0.40,0.22,1.34,0.34,-0.34,-0.92
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.82,0.25,0.17,1.26,0.26,-0.26,-1.39
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.96,0.52,0.31,1.48,0.48,-0.48,-0.65
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.78,0.36,0.13,1.21,0.21,-0.21,-1.01
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.70,0.16,0.05,1.08,0.08,-0.08,-1.86
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.69,0.23,0.04,1.06,0.06,-0.06,-1.47
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.74,0.46,0.09,1.14,0.14,-0.14,-0.77
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.68,0.38,0.03,1.05,0.05,-0.05,-0.97
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.92,0.43,0.27,1.42,0.42,-0.42,-0.85
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.93,0.41,0.28,1.43,0.43,-0.43,-0.89
3-Prediction-FF,SS,0.65,650 MS.,TRUE,1.00,0.44,0.35,1.54,0.54,-0.54,-0.82
3-Prediction-FF,SS,0.65,650 MS.,TRUE,1.04,0.43,0.39,1.6,0.6,-0.6,-0.85
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.89,0.42,0.24,1.37,0.37,-0.37,-0.86
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.84,0.45,0.19,1.29,0.29,-0.29,-0.81
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.91,0.64,0.26,1.4,0.4,-0.4,-0.45
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.97,0.77,0.32,1.49,0.49,-0.49,-0.26
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.99,0.45,0.34,1.53,0.53,-0.53,-0.79
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.77,0.38,0.12,1.18,0.18,-0.18,-0.96
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.75,0.47,0.1,1.16,0.16,-0.16,-0.75
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.92,0.38,0.27,1.42,0.42,-0.42,-0.97
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.97,0.72,0.32,1.49,0.49,-0.49,-0.32
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.91,0.52,0.26,1.4,0.4,-0.4,-0.66
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.74,0.45,0.09,1.13,0.13,-0.13,-0.8
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.98,0.45,0.33,1.5,0.5,-0.5,-0.79
3-Prediction-FF,SS,0.65,650 MS.,FALSE,1.04,0.51,0.39,1.6,0.6,-0.6,-0.67
3-Prediction-FF,SS,0.65,650 MS.,TRUE,1.06,0.40,0.41,1.64,0.64,-0.64,-0.92
3-Prediction-FF,SS,0.65,650 MS.,TRUE,1.03,0.35,0.38,1.59,0.59,-0.59,-1.04
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.90,0.53,0.25,1.38,0.38,-0.38,-0.64
3-Prediction-FF,SS,0.65,650 MS.,TRUE,1.01,0.63,0.36,1.55,0.55,-0.55,-0.47
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.89,0.49,0.24,1.37,0.37,-0.37,-0.71
3-Prediction-FF,SS,0.65,650 MS.,FALSE,1.02,0.39,0.37,1.58,0.58,-0.58,-0.95
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.69,0.34,0.04,1.06,0.06,-0.06,-1.07
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.96,0.47,0.31,1.48,0.48,-0.48,-0.76
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.81,0.53,0.16,1.24,0.24,-0.24,-0.63
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.64,0.55,-0.01,0.98,-0.02,0.02,-0.6
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.77,0.42,0.12,1.18,0.18,-0.18,-0.87
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.81,0.30,0.16,1.24,0.24,-0.24,-1.19
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.84,0.40,0.19,1.29,0.29,-0.29,-0.92
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.84,0.47,0.19,1.29,0.29,-0.29,-0.74
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.89,0.41,0.24,1.37,0.37,-0.37,-0.89
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.98,0.42,0.33,1.51,0.51,-0.51,-0.87
3-Prediction-FF,SS,0.65,650 MS.,FALSE,0.87,0.22,0.22,1.34,0.34,-0.34,-1.49
3-Prediction-FF,SS,0.65,650 MS.,FALSE,1.06,0.58,0.41,1.62,0.62,-0.62,-0.54
3-Prediction-FF,SS,0.65,650 MS.,TRUE,1.03,0.40,0.38,1.59,0.59,-0.59,-0.91
3-Prediction-FF,SS,0.65,650 MS.,TRUE,0.74,0.50,0.09,1.14,0.14,-0.14,-0.7
4-Motor-RF,SS,0.65,650 MS.,TRUE,0.63,0.33,-0.02,0.97,-0.03,0.03,-1.12
4-Motor-RF,SS,0.65,650 MS.,TRUE,0.32,0.69,-0.33,0.49,-0.51,0.51,-0.37
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.61,0.72,-0.04,0.94,-0.06,0.06,-0.32
4-Motor-RF,SS,0.65,650 MS.,TRUE,0.78,0.35,0.13,1.19,0.19,-0.19,-1.06
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.77,0.28,0.12,1.18,0.18,-0.18,-1.26
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.17,0.49,-0.48,0.26,-0.74,0.74,-0.7
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.62,0.60,-0.03,0.96,-0.04,0.04,-0.52
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.68,0.46,0.03,1.05,0.05,-0.05,-0.77
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.66,0.37,0.01,1.01,0.01,-0.01,-0.99
4-Motor-RF,SS,0.65,650 MS.,FALSE,0.65,0.37,0,1,0,0,-1
4-Motor-RF,SS,0.65,650 MS.,TRUE,0.46,0.40,-0.19,0.7,-0.3,0.3,-0.92
